time	step	loss	loss_ma25	lr	tokens_seen_b
2026-05-28T16:27:28+08:00	11240	3.62577581	3.72718916	0.000272870114339	1.10493696
2026-05-28T16:27:59+08:00	11260	3.82750106	3.73052907	0.0002727677436	1.10690304
2026-05-28T16:28:30+08:00	11280	3.77482677	3.73008125	0.000272665201745	1.10886912
2026-05-28T16:29:01+08:00	11300	3.65475869	3.72422164	0.000272562488937	1.11083520
2026-05-28T16:29:33+08:00	11320	3.56963539	3.71684426	0.000272459605338	1.11280128
2026-05-28T16:30:05+08:00	11340	3.61357403	3.71139016	0.000272356551112	1.11476736
2026-05-28T16:30:36+08:00	11360	3.73250818	3.71294482	0.000272253326422	1.11673344
2026-05-28T16:31:08+08:00	11380	3.63802910	3.70612554	0.000272149931433	1.11869952
2026-05-28T16:31:40+08:00	11400	3.71950626	3.70571080	0.000272046366309	1.12066560
2026-05-28T16:32:12+08:00	11420	3.78231001	3.70721160	0.000271942631213	1.12263168
2026-05-28T16:32:44+08:00	11440	3.62872648	3.70080767	0.000271838726311	1.12459776
2026-05-28T16:33:15+08:00	11460	3.76404095	3.70373588	0.000271734651768	1.12656384
2026-05-28T16:33:47+08:00	11480	3.75734615	3.70508552	0.000271630407749	1.12852992
2026-05-28T16:34:19+08:00	11500	3.58654833	3.70149943	0.000271525994419	1.13049600
2026-05-28T16:34:51+08:00	11520	3.79080653	3.70506405	0.000271421411945	1.13246208
2026-05-28T16:35:22+08:00	11540	3.71081591	3.70271384	0.000271316660492	1.13442816
2026-05-28T16:35:54+08:00	11560	3.68764448	3.70458474	0.000271211740226	1.13639424
2026-05-28T16:36:26+08:00	11580	3.73051786	3.70799191	0.000271106651315	1.13836032
2026-05-28T16:36:58+08:00	11600	3.48215246	3.69786344	0.000271001393925	1.14032640
2026-05-28T16:37:29+08:00	11620	3.88102150	3.70179400	0.000270895968223	1.14229248
2026-05-28T16:38:01+08:00	11640	3.69074011	3.70230607	0.000270790374377	1.14425856
2026-05-28T16:38:33+08:00	11660	3.82075739	3.70457770	0.000270684612554	1.14622464
2026-05-28T16:39:05+08:00	11680	3.69265270	3.70080644	0.000270578682922	1.14819072
2026-05-28T16:39:36+08:00	11700	3.71937537	3.70763414	0.00027047258565	1.15015680
2026-05-28T16:40:07+08:00	11720	3.78418779	3.70663037	0.000270366320906	1.15212288
2026-05-28T16:40:39+08:00	11740	3.44397998	3.69935854	0.000270259888858	1.15408896
2026-05-28T16:41:10+08:00	11760	3.69169092	3.69392613	0.000270153289676	1.15605504
2026-05-28T16:41:41+08:00	11780	3.84932733	3.69690616	0.000270046523529	1.15802112
2026-05-28T16:42:12+08:00	11800	3.81863356	3.70346115	0.000269939590586	1.15998720
2026-05-28T16:42:43+08:00	11820	3.74119043	3.71032335	0.000269832491017	1.16195328
2026-05-28T16:43:15+08:00	11840	3.71883154	3.71453365	0.000269725224993	1.16391936
2026-05-28T16:43:46+08:00	11860	3.84289408	3.71894909	0.000269617792683	1.16588544
2026-05-28T16:44:18+08:00	11880	3.65786743	3.71974262	0.000269510194259	1.16785152
2026-05-28T16:44:50+08:00	11900	3.73319769	3.72029028	0.00026940242989	1.16981760
2026-05-28T16:45:22+08:00	11920	3.60603619	3.71323933	0.000269294499749	1.17178368
2026-05-28T16:45:53+08:00	11940	3.71722054	3.71677909	0.000269186404006	1.17374976
2026-05-28T16:46:25+08:00	11960	3.70443201	3.71439473	0.000269078142833	1.17571584
2026-05-28T16:46:57+08:00	11980	3.64543200	3.70991817	0.000268969716402	1.17768192
2026-05-28T16:47:29+08:00	12000	3.67478156	3.71344749	0.000268861124886	1.17964800
2026-05-28T16:48:00+08:00	12020	3.66785979	3.70852962	0.000268752368456	1.18161408
2026-05-28T16:48:32+08:00	12040	3.79989195	3.71209267	0.000268643447285	1.18358016
2026-05-28T16:49:04+08:00	12060	3.59232664	3.70827995	0.000268534361547	1.18554624
2026-05-28T16:49:36+08:00	12080	3.64064193	3.70468492	0.000268425111414	1.18751232
2026-05-28T16:50:07+08:00	12100	3.67193699	3.71227630	0.00026831569706	1.18947840
2026-05-28T16:50:39+08:00	12120	3.71874356	3.70578518	0.000268206118659	1.19144448
2026-05-28T16:51:11+08:00	12140	3.71486020	3.70674998	0.000268096376384	1.19341056
2026-05-28T16:51:43+08:00	12160	3.69322467	3.70164867	0.00026798647041	1.19537664
2026-05-28T16:52:14+08:00	12180	3.80271673	3.70605124	0.000267876400912	1.19734272
2026-05-28T16:52:46+08:00	12200	3.58622265	3.70072513	0.000267766168064	1.19930880
2026-05-28T16:53:17+08:00	12220	3.70031738	3.69737031	0.000267655772041	1.20127488
2026-05-28T16:53:48+08:00	12240	3.66616154	3.70625757	0.000267545213018	1.20324096
2026-05-28T16:54:19+08:00	12260	3.70228100	3.70668118	0.000267434491172	1.20520704
2026-05-28T16:54:50+08:00	12280	3.67424154	3.69967774	0.000267323606678	1.20717312
2026-05-28T16:55:21+08:00	12300	3.68370438	3.69428058	0.000267212559711	1.20913920
2026-05-28T16:55:52+08:00	12320	3.52887535	3.68578797	0.000267101350449	1.21110528
2026-05-28T16:56:23+08:00	12340	3.80781984	3.68934751	0.000266989979067	1.21307136
2026-05-28T16:56:55+08:00	12360	3.68684864	3.68310569	0.000266878445743	1.21503744
2026-05-28T16:57:27+08:00	12380	3.71868229	3.68553828	0.000266766750654	1.21700352
2026-05-28T16:57:58+08:00	12400	3.77583432	3.68724375	0.000266654893977	1.21896960
2026-05-28T16:58:30+08:00	12420	3.75412655	3.69316736	0.00026654287589	1.22093568
2026-05-28T16:59:02+08:00	12440	3.70668936	3.69274611	0.000266430696571	1.22290176
2026-05-28T16:59:34+08:00	12460	3.57820654	3.68769710	0.000266318356197	1.22486784
2026-05-28T17:00:05+08:00	12480	3.66792631	3.68859687	0.000266205854947	1.22683392
2026-05-28T17:00:37+08:00	12500	3.82947493	3.69478460	0.000266093193	1.22880000
2026-05-28T17:01:09+08:00	12520	3.72886944	3.69722499	0.000265980370535	1.23076608
2026-05-28T17:01:41+08:00	12540	3.65894794	3.69158723	0.00026586738773	1.23273216
2026-05-28T17:02:12+08:00	12560	3.71084452	3.69632794	0.000265754244765	1.23469824
2026-05-28T17:02:44+08:00	12580	3.69021177	3.69831074	0.000265640941821	1.23666432
2026-05-28T17:03:16+08:00	12600	3.77469730	3.70242115	0.000265527479076	1.23863040
2026-05-28T17:03:48+08:00	12620	3.71349573	3.70221124	0.000265413856711	1.24059648
2026-05-28T17:04:19+08:00	12640	3.62917423	3.69878380	0.000265300074906	1.24256256
2026-05-28T17:04:51+08:00	12660	3.68710780	3.69853912	0.000265186133842	1.24452864
2026-05-28T17:05:22+08:00	12680	3.55180264	3.68850256	0.0002650720337	1.24649472
2026-05-28T17:05:54+08:00	12700	3.73914862	3.69461960	0.000264957774661	1.24846080
2026-05-28T17:06:25+08:00	12720	3.61339903	3.69114286	0.000264843356906	1.25042688
2026-05-28T17:06:56+08:00	12740	3.72916651	3.69366306	0.000264728780618	1.25239296
2026-05-28T17:07:27+08:00	12760	3.70748186	3.69387110	0.000264614045978	1.25435904
2026-05-28T17:07:58+08:00	12780	3.68950248	3.69448153	0.000264499153167	1.25632512
2026-05-28T17:08:29+08:00	12800	3.74151564	3.69679399	0.00026438410237	1.25829120
2026-05-28T17:09:00+08:00	12820	3.80858326	3.70798230	0.000264268893768	1.26025728
2026-05-28T17:09:31+08:00	12840	3.73914433	3.70523528	0.000264153527544	1.26222336
2026-05-28T17:10:03+08:00	12860	3.64208317	3.70344466	0.000264038003882	1.26418944
2026-05-28T17:10:35+08:00	12880	3.58876777	3.69824808	0.000263922322964	1.26615552
2026-05-28T17:11:07+08:00	12900	3.72194290	3.69609242	0.000263806484975	1.26812160
2026-05-28T17:11:38+08:00	12920	3.70414829	3.69409329	0.000263690490099	1.27008768
2026-05-28T17:12:10+08:00	12940	3.74109745	3.69546962	0.000263574338519	1.27205376
2026-05-28T17:12:42+08:00	12960	3.68595243	3.69977945	0.000263458030421	1.27401984
2026-05-28T17:13:14+08:00	12980	3.53792810	3.69457952	0.000263341565988	1.27598592
2026-05-28T17:13:45+08:00	13000	3.55679488	3.68367232	0.000263224945406	1.27795200
2026-05-28T17:14:17+08:00	13020	3.79384851	3.68627149	0.00026310816886	1.27991808
2026-05-28T17:14:49+08:00	13040	3.69365358	3.68765971	0.000262991236535	1.28188416
2026-05-28T17:15:21+08:00	13060	3.56028938	3.68163751	0.000262874148617	1.28385024
2026-05-28T17:15:52+08:00	13080	3.63447523	3.67940804	0.000262756905292	1.28581632
2026-05-28T17:16:24+08:00	13100	3.61952877	3.67320130	0.000262639506746	1.28778240
2026-05-28T17:16:56+08:00	13120	3.73716187	3.67414795	0.000262521953166	1.28974848
2026-05-28T17:17:28+08:00	13140	3.78375340	3.68033112	0.000262404244738	1.29171456
2026-05-28T17:17:59+08:00	13160	3.57565665	3.67587307	0.000262286381648	1.29368064
2026-05-28T17:18:31+08:00	13180	3.79754305	3.68570269	0.000262168364085	1.29564672
2026-05-28T17:19:02+08:00	13200	3.57648230	3.67919603	0.000262050192236	1.29761280
2026-05-28T17:19:33+08:00	13220	3.77164745	3.68552597	0.000261931866287	1.29957888
2026-05-28T17:20:04+08:00	13240	3.68340778	3.68369562	0.000261813386428	1.30154496
2026-05-28T17:20:35+08:00	13260	3.59523726	3.67920584	0.000261694752846	1.30351104
2026-05-28T17:21:06+08:00	13280	3.69170666	3.67929400	0.00026157596573	1.30547712
2026-05-28T17:21:37+08:00	13300	3.71096659	3.67807204	0.000261457025267	1.30744320
2026-05-28T17:22:09+08:00	13320	3.65992403	3.67212567	0.000261337931648	1.30940928
2026-05-28T17:22:41+08:00	13340	3.68509483	3.66996369	0.000261218685061	1.31137536
2026-05-28T17:23:12+08:00	13360	3.56657290	3.66694328	0.000261099285695	1.31334144
2026-05-28T17:23:44+08:00	13380	3.65780711	3.66970486	0.00026097973374	1.31530752
2026-05-28T17:24:16+08:00	13400	3.59299374	3.66454689	0.000260860029387	1.31727360
2026-05-28T17:24:48+08:00	13420	3.83966970	3.66996775	0.000260740172824	1.31923968
2026-05-28T17:25:19+08:00	13440	3.53329754	3.66165575	0.000260620164243	1.32120576
2026-05-28T17:25:51+08:00	13460	3.77822685	3.66534673	0.000260500003833	1.32317184
2026-05-28T17:26:23+08:00	13480	3.70992661	3.67222667	0.000260379691786	1.32513792
2026-05-28T17:26:55+08:00	13500	3.73702955	3.67943605	0.000260259228293	1.32710400
2026-05-28T17:27:26+08:00	13520	3.76376820	3.67823284	0.000260138613544	1.32907008
2026-05-28T17:27:58+08:00	13540	3.65844965	3.67682468	0.000260017847732	1.33103616
2026-05-28T17:28:30+08:00	13560	3.51620913	3.67506147	0.000259896931049	1.33300224
2026-05-28T17:29:02+08:00	13580	3.68636799	3.67713718	0.000259775863685	1.33496832
2026-05-28T17:29:33+08:00	13600	3.68292737	3.67967313	0.000259654645834	1.33693440
2026-05-28T17:30:05+08:00	13620	3.58792830	3.67370378	0.000259533277688	1.33890048
2026-05-28T17:30:37+08:00	13640	3.58137989	3.66560884	0.000259411759439	1.34086656
2026-05-28T17:31:08+08:00	13660	3.71969891	3.67137053	0.000259290091281	1.34283264
2026-05-28T17:31:39+08:00	13680	3.69161344	3.66713335	0.000259168273407	1.34479872
2026-05-28T17:32:10+08:00	13700	3.62168407	3.66894142	0.00025904630601	1.34676480
2026-05-28T17:32:40+08:00	13720	3.49858475	3.65801891	0.000258924189283	1.34873088
2026-05-28T17:33:11+08:00	13740	3.73146152	3.65994106	0.000258801923422	1.35069696
2026-05-28T17:33:42+08:00	13760	3.69358683	3.66387505	0.000258679508619	1.35266304
2026-05-28T17:34:13+08:00	13780	3.66349125	3.66274643	0.00025855694507	1.35462912
2026-05-28T17:34:44+08:00	13800	3.60937071	3.65868259	0.000258434232968	1.35659520
2026-05-28T17:35:16+08:00	13820	3.73806024	3.66180804	0.000258311372509	1.35856128
2026-05-28T17:35:48+08:00	13840	3.62584496	3.65943805	0.000258188363888	1.36052736
2026-05-28T17:36:20+08:00	13860	3.70984268	3.66516884	0.000258065207301	1.36249344
2026-05-28T17:36:51+08:00	13880	3.54107666	3.66049962	0.000257941902941	1.36445952
2026-05-28T17:37:23+08:00	13900	3.69242382	3.66447682	0.000257818451006	1.36642560
2026-05-28T17:37:55+08:00	13920	3.77148318	3.66174936	0.000257694851692	1.36839168
2026-05-28T17:38:27+08:00	13940	3.81492662	3.67301453	0.000257571105195	1.37035776
2026-05-28T17:38:58+08:00	13960	3.67527604	3.66889649	0.00025744721171	1.37232384
2026-05-28T17:39:30+08:00	13980	3.58199406	3.66377919	0.000257323171436	1.37428992
2026-05-28T17:40:02+08:00	14000	3.78296542	3.66561663	0.000257198984568	1.37625600
2026-05-28T17:40:34+08:00	14020	3.66786027	3.66178031	0.000257074651304	1.37822208
2026-05-28T17:41:05+08:00	14040	3.74575424	3.66527249	0.000256950171842	1.38018816
2026-05-28T17:41:37+08:00	14060	3.64459705	3.67040801	0.000256825546379	1.38215424
2026-05-28T17:42:09+08:00	14080	3.63281417	3.66826586	0.000256700775114	1.38412032
2026-05-28T17:42:41+08:00	14100	3.79195738	3.67262706	0.000256575858243	1.38608640
2026-05-28T17:43:12+08:00	14120	3.61996651	3.67390859	0.000256450795965	1.38805248
2026-05-28T17:43:44+08:00	14140	3.73697257	3.68013229	0.00025632558848	1.39001856
2026-05-28T17:44:15+08:00	14160	3.62755203	3.67644642	0.000256200235986	1.39198464
2026-05-28T17:44:46+08:00	14180	3.68744540	3.67627970	0.000256074738681	1.39395072
2026-05-28T17:45:17+08:00	14200	3.61199284	3.67589205	0.000255949096766	1.39591680
2026-05-28T17:45:49+08:00	14220	3.56635666	3.67860292	0.00025582331044	1.39788288
2026-05-28T17:46:20+08:00	14240	3.67348623	3.67628391	0.000255697379901	1.39984896
2026-05-28T17:46:51+08:00	14260	3.71688795	3.67721596	0.000255571305352	1.40181504
2026-05-28T17:47:21+08:00	14280	3.70909905	3.67904027	0.00025544508699	1.40378112
2026-05-28T17:47:53+08:00	14300	3.61506701	3.67926812	0.000255318725018	1.40574720
2026-05-28T17:48:24+08:00	14320	3.74284649	3.67945957	0.000255192219635	1.40771328
2026-05-28T17:48:55+08:00	14340	3.67271566	3.68133440	0.000255065571043	1.40967936
2026-05-28T17:49:26+08:00	14360	3.64420414	3.67870886	0.000254938779442	1.41164544
2026-05-28T17:49:58+08:00	14380	3.67749596	3.68416563	0.000254811845034	1.41361152
2026-05-28T17:50:30+08:00	14400	3.73812294	3.68599360	0.000254684768021	1.41557760
2026-05-28T17:51:02+08:00	14420	3.71356893	3.68367702	0.000254557548604	1.41754368
2026-05-28T17:51:33+08:00	14440	3.65942192	3.67745684	0.000254430186985	1.41950976
2026-05-28T17:52:05+08:00	14460	3.75122809	3.68049492	0.000254302683366	1.42147584
2026-05-28T17:52:37+08:00	14480	3.41243696	3.67371264	0.00025417503795	1.42344192
2026-05-28T17:53:09+08:00	14500	3.69956684	3.67037669	0.00025404725094	1.42540800
2026-05-28T17:53:40+08:00	14520	3.58487177	3.66705715	0.000253919322539	1.42737408
2026-05-28T17:54:12+08:00	14540	3.62937117	3.66240183	0.000253791252949	1.42934016
2026-05-28T17:54:44+08:00	14560	3.82087398	3.66945291	0.000253663042373	1.43130624
2026-05-28T17:55:16+08:00	14580	3.79965377	3.67612649	0.000253534691017	1.43327232
2026-05-28T17:55:47+08:00	14600	3.68524289	3.67185791	0.000253406199083	1.43523840
2026-05-28T17:56:19+08:00	14620	3.61563015	3.67168446	0.000253277566775	1.43720448
2026-05-28T17:56:50+08:00	14640	3.73566675	3.67163222	0.000253148794297	1.43917056
2026-05-28T17:57:21+08:00	14660	3.66009116	3.67293379	0.000253019881855	1.44113664
2026-05-28T17:57:52+08:00	14680	3.56351376	3.66797652	0.000252890829653	1.44310272
2026-05-28T17:58:23+08:00	14700	3.64413643	3.66926227	0.000252761637895	1.44506880
2026-05-28T17:58:55+08:00	14720	3.60076475	3.67063859	0.000252632306787	1.44703488
2026-05-28T17:59:25+08:00	14740	3.62599611	3.66873899	0.000252502836534	1.44900096
2026-05-28T17:59:56+08:00	14760	3.60524058	3.66427309	0.000252373227342	1.45096704
2026-05-28T18:00:27+08:00	14780	3.72972918	3.66509830	0.000252243479416	1.45293312
2026-05-28T18:00:58+08:00	14800	3.44865632	3.65844187	0.000252113592963	1.45489920
2026-05-28T18:01:29+08:00	14820	3.66228533	3.65521942	0.000251983568189	1.45686528
2026-05-28T18:02:00+08:00	14840	3.61573720	3.65294028	0.0002518534053	1.45883136
2026-05-28T18:02:32+08:00	14860	3.74491811	3.65696884	0.000251723104503	1.46079744
2026-05-28T18:03:04+08:00	14880	3.75278425	3.65998037	0.000251592666005	1.46276352
2026-05-28T18:03:35+08:00	14900	3.62772226	3.65556435	0.000251462090012	1.46472960
2026-05-28T18:04:07+08:00	14920	3.42404222	3.64398328	0.000251331376733	1.46669568
2026-05-28T18:04:39+08:00	14940	3.62328410	3.64253777	0.000251200526375	1.46866176
2026-05-28T18:05:11+08:00	14960	3.67806196	3.63961112	0.000251069539145	1.47062784
2026-05-28T18:05:42+08:00	14980	3.70055056	3.65113566	0.000250938415252	1.47259392
2026-05-28T18:06:14+08:00	15000	3.62017441	3.64795997	0.000250807154904	1.47456000
2026-05-28T18:06:49+08:00	15020	3.75789046	3.65488071	0.000250675758309	1.47652608
2026-05-28T18:07:21+08:00	15040	3.65362310	3.65585079	0.000250544225675	1.47849216
2026-05-28T18:07:53+08:00	15060	3.64056444	3.64863841	0.000250412557212	1.48045824
2026-05-28T18:08:25+08:00	15080	3.63699818	3.64213219	0.000250280753129	1.48242432
2026-05-28T18:08:56+08:00	15100	3.72396088	3.64368091	0.000250148813635	1.48439040
2026-05-28T18:09:28+08:00	15120	3.65567684	3.64528277	0.00025001673894	1.48635648
2026-05-28T18:09:59+08:00	15140	3.69347668	3.64359517	0.000249884529253	1.48832256
2026-05-28T18:10:30+08:00	15160	3.59504795	3.64099344	0.000249752184784	1.49028864
2026-05-28T18:11:01+08:00	15180	3.62025905	3.64326325	0.000249619705743	1.49225472
2026-05-28T18:11:32+08:00	15200	3.61149645	3.64195765	0.000249487092341	1.49422080
2026-05-28T18:12:03+08:00	15220	3.58586359	3.64136161	0.000249354344788	1.49618688
2026-05-28T18:12:34+08:00	15240	3.62271881	3.64123052	0.000249221463295	1.49815296
2026-05-28T18:13:05+08:00	15260	3.56667352	3.63968783	0.000249088448073	1.50011904
2026-05-28T18:13:36+08:00	15280	3.67185211	3.63737275	0.000248955299333	1.50208512
2026-05-28T18:14:07+08:00	15300	3.66247511	3.64592550	0.000248822017287	1.50405120
2026-05-28T18:14:38+08:00	15320	3.70097303	3.64747301	0.000248688602146	1.50601728
2026-05-28T18:15:09+08:00	15340	3.53651619	3.64430417	0.000248555054122	1.50798336
2026-05-28T18:15:41+08:00	15360	3.69841766	3.64244415	0.000248421373427	1.50994944
2026-05-28T18:16:12+08:00	15380	3.74626350	3.64218332	0.000248287560274	1.51191552
2026-05-28T18:16:44+08:00	15400	3.59978819	3.64106596	0.000248153614874	1.51388160
2026-05-28T18:17:16+08:00	15420	3.63292503	3.64942127	0.000248019537441	1.51584768
2026-05-28T18:17:48+08:00	15440	3.71389294	3.65304563	0.000247885328188	1.51781376
2026-05-28T18:18:19+08:00	15460	3.70724630	3.65421300	0.000247750987327	1.51977984
2026-05-28T18:18:51+08:00	15480	3.71771002	3.65489938	0.000247616515072	1.52174592
2026-05-28T18:19:23+08:00	15500	3.64269447	3.65580018	0.000247481911636	1.52371200
2026-05-28T18:19:55+08:00	15520	3.63655043	3.65094658	0.000247347177233	1.52567808
2026-05-28T18:20:26+08:00	15540	3.69083738	3.65243515	0.000247212312077	1.52764416
2026-05-28T18:20:58+08:00	15560	3.70386028	3.65496698	0.000247077316383	1.52961024
2026-05-28T18:21:30+08:00	15580	3.67906332	3.65664959	0.000246942190364	1.53157632
2026-05-28T18:22:02+08:00	15600	3.57258272	3.65059446	0.000246806934235	1.53354240
2026-05-28T18:22:33+08:00	15620	3.57364845	3.64731333	0.000246671548211	1.53550848
2026-05-28T18:23:05+08:00	15640	3.60364389	3.64372002	0.000246536032506	1.53747456
2026-05-28T18:23:36+08:00	15660	3.58447051	3.64329692	0.000246400387337	1.53944064
2026-05-28T18:24:07+08:00	15680	3.60575676	3.64271683	0.000246264612918	1.54140672
2026-05-28T18:24:38+08:00	15700	3.81544256	3.65087467	0.000246128709465	1.54337280
2026-05-28T18:25:09+08:00	15720	3.67546797	3.65445885	0.000245992677194	1.54533888
2026-05-28T18:25:40+08:00	15740	3.67561650	3.65657475	0.00024585651632	1.54730496
2026-05-28T18:26:11+08:00	15760	3.49820757	3.65383612	0.000245720227061	1.54927104
2026-05-28T18:26:42+08:00	15780	3.65627360	3.65321298	0.000245583809631	1.55123712
2026-05-28T18:27:13+08:00	15800	3.63676119	3.65218442	0.000245447264249	1.55320320
2026-05-28T18:27:44+08:00	15820	3.45993805	3.64254302	0.00024531059113	1.55516928
2026-05-28T18:28:15+08:00	15840	3.75973916	3.65147194	0.000245173790493	1.55713536
2026-05-28T18:28:47+08:00	15860	3.69623971	3.65138482	0.000245036862553	1.55910144
2026-05-28T18:29:18+08:00	15880	3.73583841	3.65096782	0.000244899807528	1.56106752
2026-05-28T18:29:50+08:00	15900	3.54593658	3.64881375	0.000244762625637	1.56303360
2026-05-28T18:30:22+08:00	15920	3.64061785	3.64912147	0.000244625317096	1.56499968
2026-05-28T18:30:54+08:00	15940	3.51023936	3.64097532	0.000244487882125	1.56696576
2026-05-28T18:31:25+08:00	15960	3.67144632	3.63954332	0.00024435032094	1.56893184
2026-05-28T18:31:57+08:00	15980	3.64876628	3.63678557	0.000244212633761	1.57089792
2026-05-28T18:32:29+08:00	16000	3.74678373	3.64094914	0.000244074820806	1.57286400
2026-05-28T18:33:01+08:00	16020	3.66598034	3.64212634	0.000243936882294	1.57483008
2026-05-28T18:33:32+08:00	16040	3.73595905	3.64393121	0.000243798818444	1.57679616
2026-05-28T18:34:04+08:00	16060	3.83537197	3.64919168	0.000243660629475	1.57876224
2026-05-28T18:34:36+08:00	16080	3.49511456	3.64183372	0.000243522315607	1.58072832
2026-05-28T18:35:07+08:00	16100	3.66960144	3.64571447	0.000243383877059	1.58269440
2026-05-28T18:35:38+08:00	16120	3.49778962	3.64268012	0.000243245314051	1.58466048
2026-05-28T18:36:09+08:00	16140	3.76560307	3.64915849	0.000243106626803	1.58662656
2026-05-28T18:36:41+08:00	16160	3.54479694	3.64757154	0.000242967815535	1.58859264
2026-05-28T18:37:12+08:00	16180	3.58687210	3.64681616	0.000242828880468	1.59055872
2026-05-28T18:37:43+08:00	16200	3.56954551	3.63698028	0.000242689821823	1.59252480
2026-05-28T18:38:14+08:00	16220	3.51218653	3.63044902	0.000242550639819	1.59449088
2026-05-28T18:38:45+08:00	16240	3.65809274	3.62974807	0.000242411334679	1.59645696
2026-05-28T18:39:17+08:00	16260	3.78962231	3.64140466	0.000242271906622	1.59842304
2026-05-28T18:39:48+08:00	16280	3.66362906	3.64169888	0.000242132355872	1.60038912
2026-05-28T18:40:20+08:00	16300	3.76842213	3.64696531	0.000241992682649	1.60235520
2026-05-28T18:40:51+08:00	16320	3.66273308	3.65507711	0.000241852887174	1.60432128
2026-05-28T18:41:23+08:00	16340	3.67862606	3.65183259	0.000241712969671	1.60628736
2026-05-28T18:41:53+08:00	16360	3.69369698	3.65173088	0.000241572930361	1.60825344
2026-05-28T18:42:24+08:00	16380	3.70976067	3.65068777	0.000241432769467	1.61021952
2026-05-28T18:42:55+08:00	16400	3.61440802	3.65342663	0.00024129248721	1.61218560
2026-05-28T18:43:27+08:00	16420	3.61348295	3.65234123	0.000241152083815	1.61415168
2026-05-28T18:43:58+08:00	16440	3.70147872	3.65999081	0.000241011559503	1.61611776
2026-05-28T18:44:30+08:00	16460	3.57811689	3.65625763	0.000240870914498	1.61808384
2026-05-28T18:45:02+08:00	16480	3.65466022	3.65649339	0.000240730149023	1.62004992
2026-05-28T18:45:33+08:00	16500	3.79207516	3.65830504	0.000240589263302	1.62201600
2026-05-28T18:46:05+08:00	16520	3.70797539	3.65998485	0.000240448257558	1.62398208
2026-05-28T18:46:37+08:00	16540	3.59914064	3.65451211	0.000240307132016	1.62594816
2026-05-28T18:47:08+08:00	16560	3.67595005	3.64813523	0.000240165886899	1.62791424
2026-05-28T18:47:39+08:00	16580	3.74919462	3.65829844	0.000240024522431	1.62988032
2026-05-28T18:48:11+08:00	16600	3.70775104	3.65982442	0.000239883038838	1.63184640
2026-05-28T18:48:42+08:00	16620	3.63299322	3.66523256	0.000239741436344	1.63381248
2026-05-28T18:49:13+08:00	16640	3.60513258	3.65881374	0.000239599715173	1.63577856
2026-05-28T18:49:44+08:00	16660	3.66569328	3.66364960	0.000239457875551	1.63774464
2026-05-28T18:50:15+08:00	16680	3.67208481	3.66705811	0.000239315917702	1.63971072
2026-05-28T18:50:46+08:00	16700	3.53493977	3.66567388	0.000239173841853	1.64167680
2026-05-28T18:51:17+08:00	16720	3.72311044	3.67411083	0.000239031648229	1.64364288
2026-05-28T18:51:48+08:00	16740	3.63079262	3.67301883	0.000238889337055	1.64560896
2026-05-28T18:52:19+08:00	16760	3.58428597	3.66480537	0.000238746908558	1.64757504
2026-05-28T18:52:51+08:00	16780	3.61736107	3.66295465	0.000238604362964	1.64954112
2026-05-28T18:53:22+08:00	16800	3.63477945	3.65760895	0.000238461700499	1.65150720
2026-05-28T18:53:53+08:00	16820	3.62935019	3.65627363	0.000238318921389	1.65347328
2026-05-28T18:54:24+08:00	16840	3.68047190	3.65634747	0.000238176025862	1.65543936
2026-05-28T18:54:55+08:00	16860	3.59380531	3.65235180	0.000238033014144	1.65740544
2026-05-28T18:55:26+08:00	16880	3.82980609	3.65715362	0.000237889886463	1.65937152
2026-05-28T18:55:57+08:00	16900	3.53863668	3.65412276	0.000237746643044	1.66133760
2026-05-28T18:56:28+08:00	16920	3.57977009	3.65277425	0.000237603284117	1.66330368
2026-05-28T18:56:59+08:00	16940	3.68016863	3.65192184	0.000237459809909	1.66526976
2026-05-28T18:57:30+08:00	16960	3.59231520	3.65248978	0.000237316220647	1.66723584
2026-05-28T18:58:01+08:00	16980	3.59862757	3.65024847	0.000237172516559	1.66920192
2026-05-28T18:58:32+08:00	17000	3.66795015	3.64528347	0.000237028697874	1.67116800
2026-05-28T18:59:03+08:00	17020	3.66416931	3.64353123	0.00023688476482	1.67313408
2026-05-28T18:59:34+08:00	17040	3.61023569	3.64397503	0.000236740717625	1.67510016
2026-05-28T19:00:05+08:00	17060	3.59949660	3.64091689	0.000236596556519	1.67706624
2026-05-28T19:00:36+08:00	17080	3.68261957	3.63825389	0.00023645228173	1.67903232
2026-05-28T19:01:07+08:00	17100	3.59166884	3.63361060	0.000236307893487	1.68099840
2026-05-28T19:01:38+08:00	17120	3.56143737	3.63074837	0.00023616339202	1.68296448
2026-05-28T19:02:09+08:00	17140	3.59062672	3.63016813	0.000236018777557	1.68493056
2026-05-28T19:02:41+08:00	17160	3.53215313	3.62482653	0.000235874050329	1.68689664
2026-05-28T19:03:12+08:00	17180	3.77308774	3.62886664	0.000235729210565	1.68886272
2026-05-28T19:03:41+08:00	17200	3.54990196	3.62946513	0.000235584258496	1.69082880
2026-05-28T19:04:09+08:00	17220	3.60923624	3.62491016	0.000235439194351	1.69279488
2026-05-28T19:04:39+08:00	17240	3.74129152	3.62933012	0.000235294018361	1.69476096
2026-05-28T19:05:08+08:00	17260	3.57452989	3.62893988	0.000235148730756	1.69672704
2026-05-28T19:05:38+08:00	17280	3.60603094	3.62848667	0.000235003331768	1.69869312
